ID,Tweet Text,Relevance,Information Type,Event
[1061364891234242560],['أسْتَغْفِرُ اللهَ وأتُوبُ إليهِ \n\n #القريات'],Not related,Not applicable,Qurayyat floods
[1061364878085156866],['عاجل : ... \n\nالمتحدث الرسمي لتعليم القريات عواض الخديدي : تعليق الدراسة \nغدا الاثنين بجميع محافظة القصيم والمناطف التابعة لها .. ✨💫\n\nالتفاصيل هنا ◄ https://t.co/nuVLiNng8Q\n\nالمرسوم الوزاري هنا ◄https://t.co/nuVLiNng8Q\n\n#تَعليق_الدراسَه\n#القريٍات https://t.co/TCLwyDEPI7'],Related,Caution and advice,Qurayyat floods
[1061364369475411968],['#القريات ع بالي تتكلمو ع القريات دي حق السندوتشات🙄'],Not related,Not applicable,Qurayyat floods
[1061364163736489985],"['عاجل #السعودية| بسبب جريان السيول المنقولة من #الأردن، الدفاع المدني بمحافظة #القريات يخلي قريتي الوادي وباير وعقيلة.']",Related,Affected individuals,Qurayyat floods
[1061363508108034051],['#تعليق_الدراسة في #جامعة_الجوف في كلياتها للبنين والبنات في #القريات و #طبرجل. \n.\n.\n#أمطار #المملكة'],Related,Caution and advice,Qurayyat floods
[1061363506568671232],['📍\n\n#جامعة_الجوف تقرر #تعليق_الدراسة غداً الأحد لطلبة الجامعة في كليات البنات والبنين في #القريات و #طبرجل https://t.co/3S4qC2pB4I'],Related,Caution and advice,Qurayyat floods
[1061363484120748032],['عاجل | #جامعة_الجوف: تعليق الدراسة ليوم غدٍ الأحد لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل. #السعودية'],Related,Caution and advice,Qurayyat floods
[1061363357071089664],['عاجل\n\nتعليق الدراسة ليوم غد الأحد بجميع مدارس تعليم #القريات بسبب الأمطار الغزيرة.\n\n \u2060 \u2060#التعليم #القريات #تعليق_الدراسة'],Related,Caution and advice,Qurayyat floods
[1061363235125977088],['#تعليق_الدراسة غداً الأحد بجميع مدارس #القريات والقرى التابعة لها https://t.co/c2ySQKH7dJ'],Related,Caution and advice,Qurayyat floods
[1061362644093935617],"['الله يستر على اهل القريات  ،  #القريات']",Related,Sympathy and emotional support,Qurayyat floods
[1061362203348090880],['#عاجل | تعليم #القريات: تعليق الدراسة ليوم غدٍ الأحد بجميع مدارس #تعليم_القريات والقرى التابعة لها.\n#عكاظ \n@okaz_brk \n@moe_gov_sa\n@guriatedu_gov\nhttps://t.co/zjQV29GuNQ'],Related,Caution and advice,Qurayyat floods
[1061362100663128065],['الله يحفظكم..❤️\n\n #القريات'],Related,Sympathy and emotional support,Qurayyat floods
[1061361895796555778],['سيول القريات تخلي قريتي (باير وغطي) وتغلق #الطرق_السريعة \n\nhttps://t.co/NXhilPwwrF\n\n#تعليق_الدراسة_بالقريات \n#السعودية \n#القريات \n#سيول_القريات \n#صحيفة_المدينة https://t.co/PJYhF98dug'],Related,Affected individuals,Qurayyat floods
[1061361865400434689],['#تعليق_الدراسة بـ #تعليم_القريات.. غداً\n\nhttps://t.co/e1q90jcuT8\n\n#مدارس_القريات \n#القريات\n#تعليق_الدراسة_بالقريات \n#التعليم \n#التقلبات_الجوية \n#السعودية \n#صحيفة_المدينة https://t.co/iGys8u27cc'],Related,Caution and advice,Qurayyat floods
[1061361822685716480],['#عاجل \n\nتعليق الدراسة بالكلية التقنية بـ #القريات.. غدا\n-\n\n#السعودية \n#صحيفة_المدينة https://t.co/BDKDdUFMOs'],Related,Caution and advice,Qurayyat floods
[1061361783531810816],['عاجل \n\n#جامعة_الجوف تعلق الدراسة غداً لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل.\n-\n\n#السعودية \n#صحيفة_المدينة https://t.co/pDMEmKJWgH'],Related,Caution and advice,Qurayyat floods
[1061361761398480896],['#عاجل \n\nمدني #القريات مع طيران الأمن ينقذ ٣٤ شخصاً محتجزين وسط شعيب #باير.\n-\n\n#السعودية \n#صحيفة_المدينة https://t.co/1LYMzlhV5g'],Related,Affected individuals,Qurayyat floods
[1061361739747471365],['سحب 150 ألف م3 مياه متجمعة بشوارع القريات\n\n https://t.co/18LKRGxrRS\n\n#القريات \n#السعودية \n#صحيفة_المدينة https://t.co/vil38n0HNM'],Related,Infrastructure and utilities damage,Qurayyat floods
[1061361416672813058],['عااجل الان .. \n\n#تًعليًق_اًلدرًاسهً  في مكة المكرمة وجدة ليوم غد الأحد\n\nبسبب التقلبات الجوية\n\n المرسوم الوزاري لقرار التعليق\n\n هنا  : https://t.co/enNd9CZDmf  \n\n#الًقريًاتً https://t.co/x9BXvxHNAn'],Not related,Not applicable,Qurayyat floods
[1061361402097614848],['مدري متى الناس ترد على تنبيهات #الدفاع_المدني_السعودي امرأه احتجزت في باير قرب #القريات https://t.co/KHJLmq4pA4'],Related,Affected individuals,Qurayyat floods
[1061361280785805318],['عاجل..🔴\n\nيباشر مدني \u2067#القريات\u2069 مع طيران الأمن\nإنقاذ ٣٤ شخصاً محتجزين\nوسط شعيب \u2067#باير\u2069.'],Related,Affected individuals,Qurayyat floods
[1061361216076025857],"['عاجل و مهم : \nيوجد عوائل محتجره في شعيب باير \nبحاجه للمساعده بمحافظة القريات ، نسأل الله لهم السلامه .\n#القريات_الان #القريات @SaudiDCD @sabqorg #اخوسوده https://t.co/B4P7qDYx5U']",Related,Affected individuals,Qurayyat floods
[1061360969971052544],['يباشر مدني #القريات مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير\n\n#الدفاع_المدني'],Related,Affected individuals,Qurayyat floods
[1061360659986870279],['عااجل الان ..\n\n#تًعليًق_اًلدرًاسهً\n\nفي مكة المكرمة وجدة ليوم غد الأحد بسبب التقلبات الجوية \n\n♠ المرسوم الوزاري لقرار التعليق هنا  : https://t.co/cDj2cJCMLl\n\n#الًقريًاتً https://t.co/ibin2G2Yrz'],Not related,Not applicable,Qurayyat floods
[1061360364699422720],['المزيد💋\n💋تعرف علي تفاصيل خبر تعليق الدراسة بالقريات💋\n💋طالع الخبر ↓↓💋\n💋التفاصيل هنا ◄ https://t.co/hu3mKqz4Rk     💋\n💋المرسوم الوزاري هنا ◄ https://t.co/QGAMb1TZ5B   💋\n💋#تَعليق_الدراسَه  💋\n💋#القريٍات  💋 https://t.co/zWlQicCTUv'],Related,Caution and advice,Qurayyat floods
[1061360175142055938],['#القريات الدفاع المدني بقرية غطي امر اخلاء المواطنين محافظة القريات https://t.co/dmAtyyfTGV'],Related,Affected individuals,Qurayyat floods
[1061360136638398464],['#سيول_الاردن_المنقوله كارثيه على منطقه #القريات \nالله يستر بس ..\nالله يعطينا خيرها ويكفينا شرها..'],Related,Sympathy and emotional support,Qurayyat floods
[1061360099468419072],['#القريات 😂😂💔قسم ماينلامو ي حرام ماغير بلشانين بهالمهابيل https://t.co/rKOwNdb3ED'],Not related,Not applicable,Qurayyat floods
[1061359904936607745],['#القريات نظرة اسد اقدر الناس الي تفزع من قبل لاتطلبه https://t.co/VXRuEeGjDN'],Not related,Not applicable,Qurayyat floods
[1061359813186199553],['#شاركنا_بصوره_للامطار\n#القريات\n10 نوفمبر 2018 م https://t.co/6YUCOVwvL6'],Related,Not applicable,Qurayyat floods
[1061359701697413121],['عاجل :\nالان تجري عمليات محاولة انقاذ مجموعه من الشباب حاصرتهم سيول شعيب حصيدة الغربيه #القريات https://t.co/hjV6U8gR5X'],Related,Affected individuals,Qurayyat floods
[1061359622924181506],"['#تعاوني_القريات ، الحمد لله الذي بنعمته تتم الصالحات ،من بشائر الخير والبركة ، نبشركم ولله الحمد والمنة ، إسلام رجل نسأل الله له الثبات، بدعمكم يستمر العطاء.  #القريات https://t.co/WrRyv0F0Xy']",Not related,Not applicable,Qurayyat floods
[1061359598874038272],['#القريات   #باير  تصوير وادي باير من الجو   سبحان الله العظيم https://t.co/FcuLlGa3EX'],Related,Not applicable,Qurayyat floods
[1061359501922762752],['♥تعرف علي تفاصيل خبر تعليق الدراسة بالقريات\n♥\n♥\n♥طالع الخبر ↓↓\n\n♥التفاصيل هنا ◄ https://t.co/oE12GK3GHA  \n\n♥المرسوم الوزاري هنا ◄ https://t.co/68NmZTSc49\n♥\n♥\n♥\n♥ #تَعليق_الدراسَه\n♥#القريٍات https://t.co/8Ez9BnKl2c'],Related,Caution and advice,Qurayyat floods
[1061359436105703424],['تعليم #القريات: قرار #التعليق يشمل الكادر الإداري والتعليمي بجميع المدارس.'],Related,Caution and advice,Qurayyat floods
[1061359303959945216],['#القريات .. إخلاء قريتين بسبب \n« #سيول_الأردن» https://t.co/gcOXBLIDr8'],Related,Affected individuals,Qurayyat floods
[1061359167577997312],"['اللهم احرسهم بعينك التي لا تنام، واكنفهم بركنك الذي لا يرام. 🙏🏻\n\n#القريات #عرعر https://t.co/MyQ9wNXqBy']",Related,Sympathy and emotional support,Qurayyat floods
[1061358959238541313],['#عاجل \n#الدفاع_المدني في #القريات يخلي قريتي الوادي و #باير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن. https://t.co/I5VaPD5Xpf'],Related,Affected individuals,Qurayyat floods
[1061358743357665282],['تعليق الدراسة بجميع مدارس #القريات غداً الأحد https://t.co/47kubGGi0q #صحيفة_مباشر_نيوز'],Related,Caution and advice,Qurayyat floods
[1061358736265109505],"[لقد آمنت مؤخرًا أنني كبرت بما فيه الكفايـة، لأنني أُفلت جميع الأيدي التي لم تشد على يدي'\n#القريات""]""",Not related,Not applicable,Qurayyat floods
[1061358731592654855],['يباشر #الدفاع_المدني بـ #القريات مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير'],Related,Affected individuals,Qurayyat floods
[1061358702836490240],['تعليق الدراسة بجميع مدارس #القريات غداً الأحد - https://t.co/iDJLTPOPj5 https://t.co/3mrOzfRRSU'],Related,Caution and advice,Qurayyat floods
[1061358553271885824],['تعليق الدراسة بجميع مدارس #القريات غداً الأحد - https://t.co/1tshJQHVTJ https://t.co/Zgn2s1Za9P'],Related,Caution and advice,Qurayyat floods
[1061358493377183745],['#تعليق_الدراسة في #القريات والقرى التابعة لها غداً الأحد 3/3/1440'],Related,Caution and advice,Qurayyat floods
[1061358213143105536],['#جامعة_الجوف تعلن #تعليق_الدراسة ليوم غدٍ الأحد لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل.'],Related,Caution and advice,Qurayyat floods
[1061358074932404225],['عاجل \n\nالمتحدث الرسمي لتعليم القريات عواض الخديدي : تعليق الدراسة \nغدا الاثنين بجميع محافظة القصيم والمناطف التابعة لها ..\n\nطالع المرسوم الوزاري من هنا  : https://t.co/VqG6ioPUK2\n\n||#تعليٍق_الدراُسه\n#القريٍات|| https://t.co/ebi63QMXgP'],Related,Caution and advice,Qurayyat floods
[1061358037443719168],['تعليق الدراسة بجميع مدارس #القريات غداً الأحد https://t.co/1KnTpnO5R1 https://t.co/qn1rO9lLe4'],Related,Caution and advice,Qurayyat floods
[1061358004606509056],['الان وزاة التربية والتعليم تعلن تعليق الدراسة\n\n♠التفاصيل هنا : https://t.co/HmEHKMaJrX\n\n♠ المرسوم الوزاري هنا  : https://t.co/HmEHKMaJrX\n\n#تَعليق_الدراسَه\n#القريٍات https://t.co/dQ3s37UC0t'],Related,Caution and advice,Qurayyat floods
[1061357922561617920],"['الحمد لله على نعمه التي لاتعد ولا تحصى ، اللهم كما سقيت الأرض ببركاتك اسقِ قبور موتانا برحماتك واجعلها رياضًا من رياض الجنه\n\n#القريات']",Related,Not applicable,Qurayyat floods
[1061357907512565760],"['#القريات\nدعواتكم  ل أخوانكم في القريات تم اخلائهم من منازلهم ، وعلقت الدراسة في جميع مراحل التعليم العام بسب السيول القادمة من الاردن']",Related,Sympathy and emotional support,Qurayyat floods
[1061357880413171712],"['@AjelNews24 اللهم أجعلها سقيا رحمة لا سقيا عذاب، اللهم احفظ أهلنا واحبتنا اللهم آمين\n#القريات #الأمطار #السعودية\u2060 \u2060']",Related,Sympathy and emotional support,Qurayyat floods
[1061357662108114944],['خبر تعليق الدراسة بسبب الاحوال الجوية\n\nالتفاصيل هنا ◄ https://t.co/Y64uKYOAFB\n\nالمرسوم الوزاري هنا ◄ https://t.co/Y64uKYOAFB\n\n#تَعليق_الدراسَه\n#القريٍات https://t.co/1n8i8jVQ1N'],Related,Caution and advice,Qurayyat floods
[1061357514774773760],['إدارة تعليم القريات تؤكد أن قرار تعليق الدراسة ليوم غدٍ الأحد يشمل المعلمين والإداريين بجميع المدارس.\n\n#تعليق_الدراسة #القريات https://t.co/nNBExmexGW'],Related,Caution and advice,Qurayyat floods
[1061357410470846464],['مدني القريات يباشر مع طيران الأمن إنقاذ 34 شخصاً محتجزين وسط شعيب باير بسبب الأمطار الغزيرة.\n.\n.\n#القريات #الأمطار #السعودية\u2060 \u2060'],Related,Affected individuals,Qurayyat floods
[1061357401595633664],"['▫️#صحيفة_خليص \n.\n.\n📌 #عاجل ،،،\n\n🔗 #تعليق_الدراسة غداً الأحد بـ #جامعة_الجوف في كليات البنات والبنين بمحافظة #القريات فقط، بسبب الحالة الجوية\n.\n #السعودية #سيول_الاردن #سيول_القريات #غدق #خليص https://t.co/mQiV6AkEhJ']",Related,Caution and advice,Qurayyat floods
[1061356920102105088],['الله يحفظكم بحفظه يارب ياكريم #القريات'],Related,Sympathy and emotional support,Qurayyat floods
[1061356837793161216],['طائرات مروحيه متجه الان الى القريات في محاوله لأنقاذ عوائل حاصرتهم سيول شعيب باير #القريات'],Related,Affected individuals,Qurayyat floods
[1061356801185271809],['الدفاع المدني : يباشر مدني #القريات مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير.'],Related,Affected individuals,Qurayyat floods
[1061356626098221057],['#القريات\n\nالله يحفظكم ❤️'],Related,Sympathy and emotional support,Qurayyat floods
[1061356621807398914],['يباشر مدني #القريات مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير.'],Related,Affected individuals,Qurayyat floods
[1061356436775690245],['الدفاع المدني في #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن'],Related,Affected individuals,Qurayyat floods
[1061356365753540609],['#الاتحاد_الفيحاء\nعاجل..🔴\n\nيباشر مدني #القريات مع طيران الأمن\nإنقاذ ٣٤ شخصاً محتجزين\nوسط شعيب #باير.\n\nهشتاق.  اطلقوه   سرعه'],Related,Affected individuals,Qurayyat floods
[1061356346170314758],['#عاجل | مدني #القريات: نباشر مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير\nhttps://t.co/fSHZP53hU1 https://t.co/ADvyZ86DX8'],Related,Affected individuals,Qurayyat floods
[1061356229757452288],['الدفاع المدني ب #القريات يباشر مع طيران الأمن إنقاذ 34 شخصاً محتجزين وسط شعيب #باير https://t.co/0tTGjqjZfo'],Related,Affected individuals,Qurayyat floods
[1061356203601813504],['#عاجل | #جامعة_الجوف: تعليق الدراسة ليوم غدٍ الأحد  لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل.\n#السعودية \n#عكاظ \n@okaz_brk \nhttps://t.co/VD55AtKbWM'],Related,Caution and advice,Qurayyat floods
[1061355913146220549],['مدني القريات: إخلاء قريتي الوادي وباير وعقيلة بسبب السيول المنقولة من الأردن\n:\nhttps://t.co/Pw2WFO6evq\n:\n#القريات\n\n- https://t.co/933VZhN5jm'],Related,Affected individuals,Qurayyat floods
[1061355728953401344],['#تعليق_الدراسة بالكلية التقنية بـ #القريات. https://t.co/7XPwxCece4'],Related,Caution and advice,Qurayyat floods
[1061355535923101696],"['▫️#صحيفة_خليص \n.\n.\n📌 #عاجل ،،،\n.\n🔗 مدني #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن\n.\n#السعودية #سيول_الاردن #سيول_القريات #خليص #غدق https://t.co/zjKu2sInhL']",Related,Affected individuals,Qurayyat floods
[1061355494097518597],['مدني #القريات يباشر مع طيران الأمن إنقاذ ٣٤ شخصاً محتجزين وسط شعيب #باير https://t.co/yib9J1Fk1T'],Related,Affected individuals,Qurayyat floods
[1061355437080145926],['#من_الخاص\nالله يرضا عليك فين موقع المؤسسة العامة للتأمينات الاجتماعية بالقريات\n#القريات'],Not related,Not applicable,Qurayyat floods
[1061355348353843200],['#عاجل\nجامعة الجوف #تعلق_الدراسة غدًا الأحد لطلبة الجامعة في كليات البنات والبنين في #القريات و #طبرجل.\n\n#جامعة_الجوف https://t.co/i3hxR3NVDt'],Related,Caution and advice,Qurayyat floods
[1061355131743166465],"['@akhbar ارسل طولك و وزنك على الخاص .. وحقولك كيف تخس ،، وكيف يروح الكرش وبوقت قياسي وبدون اثار جانبية او ترهلات\xa0\xa0 \n#الجوف \n#ولى_زمن_التواضع \n#القريات']",Not related,Not applicable,Qurayyat floods
[1061354930190123008],['#القريات \n#باير\n قلوبنا معكم وداعين لكم 💔'],Related,Sympathy and emotional support,Qurayyat floods
[1061354572546039810],['تعليق الدراسة في #القريات والقرى التابعة لها غداً الأحد \n\n#عكاظ \n@moe_gov_sa\n@guriatedu_gov\nhttps://t.co/GomdCqQYoN'],Related,Caution and advice,Qurayyat floods
[1061354399644172288],['وجَّه مدير التعليم في محافظة #القريات بتعليق الدراسة غدًا الأحد في جميع مدارس تعليم القريات والقرى التابعة لها بسبب سوء الأحوال الجوية.\n#تعليق_الدراسة_في_الرياض https://t.co/kyl85A7vay'],Related,Caution and advice,Qurayyat floods
[1061354117493329921],"['عاجل 🔴\n\n#تعليق_الدراسة غداً الأحد بـ #جامعة_الجوف في كليات البنات والبنين بمحافظة #القريات فقط، بسبب الحالة الجوية. #صهيلنا https://t.co/oDTzJ0TGuT']",Related,Caution and advice,Qurayyat floods
[1061353690479640578],['تعليق الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين في #القريات \n #طبرجل\nبناءً على توجيهات معالي مدير  #جامعة_الجوف'],Related,Caution and advice,Qurayyat floods
[1061353684892823556],"['تعليق الدراسة غداً الأحد بـ #جامعة_الجوف في كليات البنات والبنين بمحافظة #القريات فقط، بسبب الحالة الجوية. #صحف']",Related,Caution and advice,Qurayyat floods
[1061353651623657472],['#القريات. نستقبل جميع العروض والطلبات العقاريه'],Not related,Not applicable,Qurayyat floods
[1061353537307922432],['#القريات. لدينا جميع الحلول الماليه لتملكك منزل'],Not related,Not applicable,Qurayyat floods
[1061352962482683910],['مدني #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن. https://t.co/iTygbX32Qp'],Related,Affected individuals,Qurayyat floods
[1061352908757835776],['#القريات \nوسلّم على قريّاتنا ورد الوصال\nاللي غلاها دايم بصدري يجول https://t.co/V49YRrqcJq'],Not related,Not applicable,Qurayyat floods
[1061352860108107776],['مؤكد:\n\nتقرر تعليق الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين\nفي #القريات و #طبرجل فقط.\nالتابعة لجامعة الجوف.\n\nإجازة سعيدة\n\nأنشرها لتصل لغيرك ..'],Related,Caution and advice,Qurayyat floods
[1061352697176223745],['ي جماعه من متى #القريات عندهم النت ؟'],Not related,Not applicable,Qurayyat floods
[1061352385824653313],['شاهد🎥\n\nشعيب باير من الجال للجال\nشي خيال #القريات عصر هذا اليوم \nالسبت ١٠ نوفمبر ٢٠١٨\nاللهم سقيا رحمه\n\nعضو الفريق / عبدالمجيد الشراري https://t.co/iRxCt5PSGl'],Related,Other useful information,Qurayyat floods
[1061352268203810816],['@whsa_ @guriatedu_gov بناءً على توجيهات معالي مدير  #جامعة_الجوف أ.د/ إسماعيل البشري؛ وبعد التواصل مع الجهات المعنية؛ فقد تقرر تعليق الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين في #القريات و #طبرجل فقط.\n\n#علاقة_الجامعة_بالمجتمع'],Related,Caution and advice,Qurayyat floods
[1061352188189069314],['#القريات شوية مبزره متجمعين ع مويه مغبره . https://t.co/sLf9ELD3P1'],Not related,Not applicable,Qurayyat floods
[1061352111047368704],"['#الدفاع_المدني :  \n\nمدني #القريات يخلي قريتي الوادي وباير وعقيلة بمحافظة القريات، بسبب جريان السيول المنقولة من الأردن \n\n#أمطار_السعودية']",Related,Affected individuals,Qurayyat floods
[1061352101803188225],['#شاركنا_بصوره_للامطار\n#القريات\nليته ما ساعده 😂😂 https://t.co/2rrAsgJzGr'],Not related,Not applicable,Qurayyat floods
[1061352091761999872],['#القريات\nمساءٌ مَاطر مُشبَع بالمَحبّة..'],Related,Not applicable,Qurayyat floods
[1061352061684584448],['♦️#الدفاع_المدني في #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن'],Related,Affected individuals,Qurayyat floods
[1061351934131691521],['#جامعة_الجوف تعلق الدراسة للبنين والبنات بمحافظة #القريات و #طبرجل ليوم غداً الأحد\n1440/3/3هـ'],Related,Caution and advice,Qurayyat floods
[1061351556551983105],['#تعليق_الدراسة بتعليم #القريات غدا:\nأصدر سعادة مدير التعليم بالقريات قرارا بتعليق الدراسة بجميع مدارس تعليم القريات والقرى التابعة لها يوم غد الأحد حرصا على سلامة منسوبي ومنسوبات المدارس بسبب الحالة الجوية وافاد سعادته بأن هذا القرار يشمل كذلك الكادر الإداري والتعليمي .'],Related,Caution and advice,Qurayyat floods
[1061351513954623489],['عاجل \n٠\n #جامعة_الجوف تعلق الدراسة ليوم غدٍ الأحد  لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل .'],Related,Caution and advice,Qurayyat floods
[1061351242444759040],['عاجل | #جامعة_الجوف تعلق الدراسة ليوم غدٍ الأحد لطلاب الجامعة في كليات البنات والبنين في #القريات و #طبرجل\n\nhttps://t.co/YPVRTLB5Gx https://t.co/6afhKf3zxO'],Related,Caution and advice,Qurayyat floods
[1061350842899542017],['بسبب جريان السيول المنقولة من #الأردن.. مدني #القريات يخلي قريتي الوادي وباير وعقيلة. https://t.co/BoR89W8YY2'],Related,Affected individuals,Qurayyat floods
[1061350794837065729],['.\n\nعاجل 🔻\n.\n\n#تعليق_الدراسة يوم غد الأحد في جميع مدارس #القريات بسبب التقلبات الجوية \n\n.'],Related,Caution and advice,Qurayyat floods
[1061350705968177152],['#الدفاع_المدني بـ #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن\n.\n#السعودية https://t.co/yEI4evR1Ce'],Related,Affected individuals,Qurayyat floods
[1061350539533971456],['يابعدحيي يا اهل #القريات\n😌✋🏼'],Not related,Not applicable,Qurayyat floods
[1061350415864905734],['الدفاع المدني ب #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن https://t.co/aPn0YlNQAr'],Related,Affected individuals,Qurayyat floods
[1061350170917588993],['مؤكد:\n\nتقرر #تعليق_الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين\nفي #القريات و #طبرجل فقط.\nالتابعة لجامعة الجوف.\n\nإجازة سعيدة\n\nأنشرها لتصل لغيرك ..'],Related,Caution and advice,Qurayyat floods
[1061350049224032257],['تم تعليق الدراسه بـ  #جامعة_الجوف #القريات و #طبرجل فقط🤙'],Related,Caution and advice,Qurayyat floods
[1061349950976602113],['عاجل🔴\nمدني #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن.'],Related,Affected individuals,Qurayyat floods
[1061349690296426496],['الدفاع المدني في #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن\n\n#السعودية'],Related,Affected individuals,Qurayyat floods
[1061349636802310144],['#عاجل \nمدني #القريات يخلي قريتي الوادي وباير وعقيلة بالمحافظة بسبب جريان السيول المنقولة من دولة #الأردن'],Related,Affected individuals,Qurayyat floods
[1061349481940164610],['جامعة الجوف تعلن تعليق الدراسة غداً الأحد لطلبة الجامعة في كليات البنات والبنين في #القريات و #طبرجل فقط. \n\n#عاجل #صحيفة_المواطن https://t.co/0Sl1DSVAKK'],Related,Caution and advice,Qurayyat floods
[1061349416592916481],"['تعليق الدراسة غداً الأحد بـ #جامعة_الجوف في كليات البنات والبنين بمحافظة #القريات فقط، بسبب الحالة الجوية. https://t.co/91MN6MCYI9']",Related,Caution and advice,Qurayyat floods
[1061349285676105731],['الدفاع المدني في #القريات يخلي قريتي الوادي وباير وعقيلة بسبب جريان السيول المنقولة من #الأردن. https://t.co/FChpChDGRJ'],Related,Affected individuals,Qurayyat floods
[1061349283998453761],['تعليق الدراسة بالكلية التقنية بالقريات.. غداً\n\n https://t.co/X0Wb99mOGO\n\n#القريات\n#السعودية \n#صحيفة_المدينة https://t.co/iMj6AMWdfQ'],Related,Caution and advice,Qurayyat floods
[1061349262448082945],['@Malgoof_212 ارسل وزنك وطولك علي الخاص وانا بحكيلك كيف تخس بوقت قصير\n#الجوف \n#ولى_زمن_التواضع \n#القريات'],Not related,Not applicable,Qurayyat floods
[1061349222572834816],['#عاجل \n#تعليق_الدراسة ليوم غدٍ الأحد في كليات البنات والبنين في #القريات و #طبرجل ب #جامعة_الجوف .'],Related,Caution and advice,Qurayyat floods
[1061349073645658113],['#جامعة_الجوف تقرر تعليق الدراسة غداً الأحد لطلبة الجامعة في كليات البنات والبنين في #القريات و #طبرجل فقط. https://t.co/OLEXbJOxXw'],Related,Caution and advice,Qurayyat floods
[1061348934143090689],['#الدفاع_المدني في #القريات يخلي قريتي الوادي وباير وعقيلة بـ #القريات بسبب جريان السيول المنقولة من دولة #الأردن.'],Related,Affected individuals,Qurayyat floods
[1061348826185895936],['@News_Ejazah تقرر تعليق الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين\nفي #القريات و #طبرج الرياض'],Related,Caution and advice,Qurayyat floods
[1061348817423998976],['⛔️\nمؤكد:\n.\nتقرر تعليق الدراسة غداً الأحد ٣ / ٣ / ١٤٤٠هـ لطلبة الجامعة في كليات البنات والبنين\nفي #القريات و #طبرجل فقط.\nالتابعة لجامعة الجوف.\n.\nإجازة سعيدة\nأنشرها لتصل لغيرك\n-\n@Naws_Ejezeh \n@Naws_Ejezeh \n. https://t.co/gJwcPSKyo3'],Related,Caution and advice,Qurayyat floods
[1061348703297069058],['#عاجل | مدني #القريات يخلي قريتي الوادي وباير وعقيلة ب #القريات بسبب جريان السيول المنقولة من دولة #الأردن. #السعودية'],Related,Affected individuals,Qurayyat floods
[1061348440918122499],"['تعليم #القريات"": قرار #تعليق_الدراسة يشمل الكادر الإداري والتعليمي بجميع المدارس.']""",Related,Caution and advice,Qurayyat floods
[1061348029201039361],['#عاجل \n\n#تعليق_الدراسة غداً في جميع مدارس #القريات بسبب التقلبات الجوية.\n-\n\n#السعودية \n#صحيفة_المدينة https://t.co/MdTeFBT0NU'],Related,Caution and advice,Qurayyat floods
[1061347846539149312],['عاجل : \nوجَّه مدير التعليم في محافظة #القريات بتعليق الدراسة غدًا الأحد في جميع مدارس تعليم القريات والقرى التابعة لها بسبب سوء الأحوال الجوية.\n#تعليق_الدراسة_في_الرياض'],Related,Caution and advice,Qurayyat floods
[1061347810732371969],['#تصبحون_على_خير جميعكم #القريات'],Not related,Not applicable,Qurayyat floods
[1061347806416461824],['عاجل\n-\n\u2067#تعليق_الدراسة\u2069 بالكلية التقنية بـ \u2067#القريات\u2069'],Related,Caution and advice,Qurayyat floods
